Car VIN          ,Type of Car,# of seats,Avg. distance of rides,Avg. # of customers per day,Avg. Price per minute,Date      ,Time ,Location lonitude (current),Location latitude (current),Tank Filling (current)
JH4DC54825S798162,Car2Go     ,5         ,66km                  ,18                         ,70�                  ,13.3.2017 ,23.0 ,11.74699985                ,48.24266942                ,74%
5N1AZ2MG6FN204385,Car2Go     ,4         ,55km                  ,15                         ,92�                  ,25.11.2019,4.47 ,11.70412162                ,48.8206121                 ,97%
19UYA41703A011485,Car2Go     ,5         ,61km                  ,18                         ,27�                  ,22.11.2019,14.52,11.55568434                ,48.25476960                ,33%
KNAGM4AD6D5021484,Car2Go     ,3         ,10km                  ,17                         ,65�                  ,1.11.2018 ,7.10 ,11.44505995                ,48.27883786                ,34%
TRUUT28N651615924,Car2Go     ,3         ,30km                  ,23                         ,38�                  ,15.11.2017,14.58,11.55954577                ,48.1243239                 ,67%
SAJWA6BC6F8083429,Car2Go     ,5         ,30km                  ,28                         ,62�                  ,24.6.2019 ,23.7 ,11.79309336                ,48.9632312                 ,36%
WAUKGAFB1AN596479,Car2Go     ,4         ,73km                  ,15                         ,56�                  ,15.8.2018 ,1.1  ,11.58428502                ,48.15817821                ,92%
WAULT58E34A657213,Drive Now  ,2         ,2km                   ,22                         ,46�                  ,24.3.2019 ,19.0 ,11.64427900                ,48.1568759                 ,15%
WBAEP33473P158250,Car2Go     ,3         ,71km                  ,21                         ,86�                  ,25.12.2017,9.39 ,11.9702731                 ,48.27805569                ,9%
WAULD64B24N890748,Car2Go     ,3         ,47km                  ,27                         ,95�                  ,3.6.2019  ,16.39,11.42433064                ,48.24308852                ,66%
1GKS1CKJ0FR339427,Drive Now  ,2         ,26km                  ,1                          ,79�                  ,5.11.2017 ,12.6 ,11.14245499                ,48.12071532                ,60%
4USBU53526L377948,Car2Go     ,5         ,27km                  ,18                         ,53�                  ,3.8.2017  ,13.37,11.69101542                ,48.15133317                ,17%
JH4CL96898C951084,Car2Go     ,2         ,41km                  ,9                          ,32�                  ,22.12.2019,19.20,11.34830492                ,48.24753677                ,4%
2G4GU5GV2D9957092,Car2Go     ,2         ,80km                  ,22                         ,48�                  ,8.12.2017 ,4.23 ,11.32571653                ,48.9645094                 ,76%
W04GX5GV7B1352413,Drive Now  ,5         ,22km                  ,27                         ,28�                  ,13.6.2017 ,13.29,11.36292907                ,48.23273734                ,65%
JH4CU2F67BC853309,Car2Go     ,4         ,65km                  ,3                          ,41�                  ,17.12.2018,19.9 ,11.35136702                ,48.20370981                ,62%
NM0KS7DN2AT678473,Drive Now  ,4         ,85km                  ,28                         ,74�                  ,15.9.2017 ,22.53,11.56421308                ,48.27843412                ,70%
KMHTC6AD0CU345000,Car2Go     ,5         ,35km                  ,0                          ,71�                  ,12.5.2017 ,15.25,11.13013814                ,48.15672583                ,9%
WBA3C3C59EF414683,Drive Now  ,2         ,87km                  ,4                          ,30�                  ,9.11.2017 ,23.32,11.81253063                ,48.7339843                 ,7%
3D73M3CL4BG830946,Drive Now  ,4         ,59km                  ,8                          ,49�                  ,13.9.2017 ,22.49,11.12469762                ,48.4365931                 ,59%
YV1852AR4A1562468,Car2Go     ,4         ,7km                   ,23                         ,70�                  ,8.10.2019 ,1.28 ,11.71247814                ,48.22335590                ,0%
3N1AB7AP3FY916806,Drive Now  ,4         ,39km                  ,23                         ,61�                  ,19.5.2018 ,0.28 ,11.55667517                ,48.26952612                ,77%
WBADS43492G720731,Car2Go     ,3         ,4km                   ,25                         ,79�                  ,23.11.2017,17.51,11.33552427                ,48.183722                  ,51%
WBASP2C57DC025048,Car2Go     ,2         ,34km                  ,18                         ,28�                  ,22.9.2019 ,18.21,11.57921838                ,48.25220068                ,50%
5N1AR2MM6FC562684,Car2Go     ,2         ,30km                  ,16                         ,28�                  ,2.3.2019  ,22.47,11.50090637                ,48.5431911                 ,69%
WBAEK734X5B212923,Car2Go     ,2         ,69km                  ,2                          ,57�                  ,26.7.2017 ,8.44 ,11.38932294                ,48.8977661                 ,52%
1N6BF0KMXFN348713,Drive Now  ,2         ,62km                  ,21                         ,85�                  ,15.5.2019 ,19.6 ,11.58724801                ,48.11595342                ,23%
5LMJJ3H54BE322920,Car2Go     ,5         ,75km                  ,5                          ,94�                  ,16.8.2017 ,22.6 ,11.49343382                ,48.20264341                ,42%
SCFFDCBDXCG762880,Car2Go     ,5         ,84km                  ,18                         ,31�                  ,8.2.2019  ,12.56,11.61901396                ,48.26021252                ,77%
WA1VFAFL0EA858320,Car2Go     ,5         ,68km                  ,2                          ,31�                  ,8.10.2019 ,12.43,11.80242094                ,48.10193223                ,90%
JA32U1FU5BU155148,Car2Go     ,2         ,75km                  ,29                         ,28�                  ,17.10.2018,1.12 ,11.25284333                ,48.22368727                ,51%
YV1612FH2E1613507,Drive Now  ,5         ,62km                  ,2                          ,90�                  ,24.2.2019 ,4.21 ,11.47634279                ,48.4476711                 ,95%
2C3CDXEJ2FH215626,Car2Go     ,2         ,54km                  ,16                         ,42�                  ,11.9.2019 ,19.1 ,11.41122281                ,48.25273910                ,78%
3C6TD5MT7CG961964,Car2Go     ,3         ,14km                  ,11                         ,85�                  ,20.5.2018 ,10.48,11.3102420                 ,48.11562712                ,62%
WAUMFAFL4DA743698,Drive Now  ,5         ,19km                  ,15                         ,36�                  ,19.1.2017 ,6.3  ,11.13938344                ,48.27668050                ,17%
1GYFK46828R091265,Car2Go     ,2         ,80km                  ,6                          ,46�                  ,14.10.2019,15.0 ,11.42181779                ,48.15786845                ,67%
3C4PDDDG2DT422684,Car2Go     ,4         ,37km                  ,8                          ,49�                  ,14.4.2018 ,22.10,11.79295896                ,48.11234799                ,53%
WBXPC93479W816032,Car2Go     ,2         ,60km                  ,10                         ,39�                  ,3.4.2018  ,16.24,11.21062673                ,48.19991361                ,32%
WAUAF98E05A942460,Drive Now  ,5         ,47km                  ,14                         ,90�                  ,24.2.2019 ,21.44,11.60340214                ,48.27161283                ,70%
WA1WMAFE3FD220221,Drive Now  ,2         ,11km                  ,20                         ,57�                  ,8.4.2019  ,15.43,11.5448010                 ,48.20456836                ,8%
WDDHF2EB3BA155877,Drive Now  ,3         ,43km                  ,5                          ,95�                  ,4.4.2018  ,17.19,11.31105019                ,48.12217447                ,47%
JTHBL1EF6A5383013,Drive Now  ,5         ,84km                  ,27                         ,71�                  ,5.6.2018  ,11.54,11.30172950                ,48.23183604                ,95%
JN1AZ4EH3AM231603,Car2Go     ,5         ,46km                  ,10                         ,52�                  ,4.12.2018 ,19.3 ,11.36340319                ,48.24422856                ,31%
SCFFDCBD3CG015931,Car2Go     ,3         ,15km                  ,29                         ,27�                  ,3.7.2017  ,7.37 ,11.34389052                ,48.28062305                ,70%
4A4AP3AU5EE936525,Drive Now  ,2         ,75km                  ,29                         ,27�                  ,20.9.2017 ,16.21,11.30521028                ,48.3423886                 ,4%
WBA4A9C50FD515539,Drive Now  ,4         ,32km                  ,17                         ,39�                  ,18.3.2018 ,10.43,11.37932500                ,48.11284679                ,13%
JTMHY7AJ3B5751420,Car2Go     ,5         ,40km                  ,22                         ,68�                  ,2.6.2017  ,16.18,11.63246895                ,48.18485253                ,88%
WBAGG83431D404232,Car2Go     ,3         ,86km                  ,22                         ,49�                  ,16.2.2018 ,6.11 ,11.14288062                ,48.12064306                ,95%
KMHGH4JH1FU783765,Car2Go     ,4         ,24km                  ,9                          ,73�                  ,24.6.2018 ,23.42,11.67863249                ,48.23004636                ,4%
JN1CV6FE5BM459981,Drive Now  ,5         ,64km                  ,17                         ,28�                  ,6.8.2017  ,1.15 ,11.12900668                ,48.21487705                ,5%
JN1CV6FE5FM158052,Drive Now  ,5         ,75km                  ,14                         ,35�                  ,8.6.2018  ,6.25 ,11.68376124                ,48.6213714                 ,10%
WBAEV53443K303968,Car2Go     ,2         ,84km                  ,19                         ,26�                  ,26.7.2018 ,23.0 ,11.27072891                ,48.16273955                ,22%
5UXZV4C5XD0423843,Drive Now  ,2         ,63km                  ,11                         ,74�                  ,22.4.2018 ,1.41 ,11.36066033                ,48.16123751                ,48%
3C4PDCAB5FT324027,Car2Go     ,4         ,11km                  ,8                          ,64�                  ,6.6.2019  ,12.57,11.47316941                ,48.7932902                 ,66%
1G6DZ67A990708465,Drive Now  ,4         ,63km                  ,2                          ,88�                  ,3.12.2019 ,6.49 ,11.17772496                ,48.12865366                ,30%
2G4WD552261234669,Car2Go     ,5         ,58km                  ,11                         ,79�                  ,31.10.2018,21.2 ,11.17338991                ,48.2012165                 ,26%
TRUWT28N121461014,Car2Go     ,5         ,14km                  ,30                         ,88�                  ,27.12.2017,18.1 ,11.72755108                ,48.8385724                 ,56%
WBAYP5C59ED119049,Car2Go     ,2         ,40km                  ,10                         ,49�                  ,13.3.2018 ,6.39 ,11.5469839                 ,48.11470766                ,14%
3VW1K7AJ6BM222070,Drive Now  ,4         ,16km                  ,4                          ,37�                  ,27.4.2019 ,20.3 ,11.61002820                ,48.2837631                 ,98%
WAUXL68E95A765814,Drive Now  ,4         ,36km                  ,6                          ,51�                  ,2.10.2017 ,2.13 ,11.3732466                 ,48.23688035                ,43%
KMHTC6AD2EU409346,Drive Now  ,4         ,80km                  ,12                         ,50�                  ,10.5.2019 ,2.49 ,11.37997887                ,48.9967549                 ,0%
SCBGT3ZA4DC130440,Drive Now  ,3         ,59km                  ,16                         ,85�                  ,6.3.2017  ,14.48,11.8470493                 ,48.12400132                ,76%
1G6KD54Y81U804084,Drive Now  ,3         ,89km                  ,25                         ,66�                  ,27.4.2018 ,10.8 ,11.81538058                ,48.23698506                ,62%
1FTEX1EWXAF019266,Drive Now  ,2         ,72km                  ,24                         ,54�                  ,6.7.2017  ,22.13,11.70793251                ,48.657357                  ,33%
5GAEV13D19J681807,Car2Go     ,5         ,32km                  ,2                          ,67�                  ,19.7.2017 ,21.39,11.40888191                ,48.20158152                ,53%
WAUMF98PX6A126078,Car2Go     ,2         ,78km                  ,14                         ,86�                  ,4.10.2019 ,17.38,11.69457734                ,48.6444694                 ,69%
WBAUU3C56BA592853,Drive Now  ,4         ,63km                  ,4                          ,97�                  ,30.5.2018 ,13.13,11.11311331                ,48.13046221                ,43%
JN8AZ2NC9F9911171,Drive Now  ,3         ,36km                  ,30                         ,35�                  ,27.2.2018 ,21.49,11.71201307                ,48.687188                  ,51%
1G6DU6EV2A0010918,Drive Now  ,4         ,84km                  ,30                         ,64�                  ,5.10.2018 ,4.57 ,11.23668483                ,48.24623289                ,18%
4USBT33414L632245,Drive Now  ,3         ,56km                  ,27                         ,75�                  ,9.7.2018  ,4.50 ,11.19018683                ,48.20402397                ,69%
1HGCR2E54EA367862,Car2Go     ,5         ,39km                  ,19                         ,84�                  ,9.4.2018  ,7.31 ,11.51547231                ,48.8420379                 ,0%
WAUVT64B53N260121,Drive Now  ,5         ,1km                   ,13                         ,73�                  ,11.4.2018 ,22.12,11.3284345                 ,48.25913485                ,90%
1YVHZ8BH4A5335769,Drive Now  ,3         ,1km                   ,13                         ,73�                  ,3.2.2019  ,5.31 ,11.78811874                ,48.11290322                ,27%
WAUDF48H57A079698,Drive Now  ,4         ,75km                  ,13                         ,56�                  ,2.7.2018  ,23.52,11.70554329                ,48.9037522                 ,53%
3VW4A7AT3DM263177,Drive Now  ,4         ,36km                  ,2                          ,68�                  ,25.4.2019 ,3.34 ,11.12610321                ,48.1381992                 ,94%
1G4GA5GR8CF942565,Car2Go     ,4         ,17km                  ,19                         ,75�                  ,15.9.2017 ,20.31,11.81675307                ,48.16354133                ,53%
KMHCT4AE3CU460638,Drive Now  ,2         ,51km                  ,22                         ,34�                  ,12.8.2019 ,6.56 ,11.76066024                ,48.10786370                ,53%
1D7RE3GK5BS823277,Drive Now  ,5         ,1km                   ,29                         ,84�                  ,6.4.2018  ,16.36,11.39976892                ,48.4844256                 ,88%
1FTNF2B58AE047240,Drive Now  ,5         ,90km                  ,21                         ,83�                  ,22.6.2018 ,13.8 ,11.4275263                 ,48.3476316                 ,80%
1HGCP2E84AA282109,Car2Go     ,4         ,87km                  ,16                         ,65�                  ,11.9.2017 ,20.14,11.78677458                ,48.21048413                ,28%
KNADM4A32D6237417,Car2Go     ,2         ,53km                  ,13                         ,50�                  ,16.6.2018 ,14.48,11.41605802                ,48.23915902                ,77%
WBSWD9C53AP395867,Car2Go     ,5         ,51km                  ,13                         ,27�                  ,8.9.2018  ,6.16 ,11.19152370                ,48.8732008                 ,23%
WAUGVAFR4CA686888,Car2Go     ,2         ,61km                  ,9                          ,74�                  ,3.8.2019  ,21.1 ,11.77914492                ,48.27321200                ,86%
3GYT4LEFXBG573383,Drive Now  ,2         ,16km                  ,4                          ,91�                  ,13.5.2019 ,19.28,11.71566974                ,48.20444845                ,46%
WBANV1C54AC679403,Car2Go     ,2         ,65km                  ,3                          ,61�                  ,5.11.2019 ,17.29,11.50350053                ,48.18462843                ,34%
1FMJK1F56CE594410,Car2Go     ,3         ,49km                  ,8                          ,57�                  ,19.1.2017 ,8.27 ,11.41890589                ,48.7101910                 ,35%
YV4952CF0E1748895,Drive Now  ,3         ,64km                  ,21                         ,28�                  ,16.8.2019 ,20.37,11.34009149                ,48.20807183                ,56%
5FPYK1F2XCB015095,Car2Go     ,4         ,63km                  ,22                         ,31�                  ,21.3.2018 ,20.32,11.19622673                ,48.17759303                ,90%
WAULT68E54A527231,Drive Now  ,4         ,54km                  ,12                         ,66�                  ,14.12.2018,6.12 ,11.73775235                ,48.7287394                 ,46%
WAUKH78E76A999453,Car2Go     ,4         ,34km                  ,13                         ,56�                  ,3.4.2017  ,21.47,11.79340454                ,48.19692650                ,39%
WP1AA2A25EL627999,Drive Now  ,5         ,36km                  ,29                         ,56�                  ,19.4.2018 ,23.27,11.74965130                ,48.23938900                ,68%
WA1FFCFS3FR841246,Car2Go     ,2         ,12km                  ,25                         ,47�                  ,13.4.2018 ,5.55 ,11.76136361                ,48.25382380                ,38%
JTHBL5EF1D5921094,Drive Now  ,5         ,17km                  ,11                         ,60�                  ,22.5.2019 ,20.32,11.5900607                 ,48.20628218                ,59%
WAUJFAFHXCN932734,Drive Now  ,2         ,55km                  ,18                         ,32�                  ,28.8.2019 ,13.3 ,11.32744923                ,48.22664527                ,24%
SCFAD06D29G148580,Drive Now  ,5         ,13km                  ,11                         ,52�                  ,14.1.2017 ,23.14,11.48553451                ,48.14554760                ,50%
WAULC68E84A985541,Car2Go     ,4         ,53km                  ,16                         ,95�                  ,13.6.2018 ,8.11 ,11.24715118                ,48.11612113                ,83%
4JGDF2EE7EA456123,Car2Go     ,5         ,69km                  ,15                         ,33�                  ,30.9.2017 ,17.29,11.8540805                 ,48.10623312                ,95%
WAUNF78P97A307568,Car2Go     ,5         ,1km                   ,19                         ,48�                  ,13.10.2018,20.29,11.76694639                ,48.11147191                ,77%
5N1AN0NU2CN290245,Drive Now  ,5         ,59km                  ,27                         ,93�                  ,3.2.2018  ,4.12 ,11.33883241                ,48.2357580                 ,15%
YV1612FH2E1334378,Drive Now  ,2         ,86km                  ,26                         ,34�                  ,28.8.2018 ,0.27 ,11.78552605                ,48.5278859                 ,69%
3CZRE3H36AG351768,Car2Go     ,2         ,50km                  ,28                         ,93�                  ,23.3.2018 ,10.3 ,11.46795567                ,48.21704334                ,61%
2T1BURHE1FC108160,Car2Go     ,2         ,74km                  ,17                         ,91�                  ,30.9.2017 ,19.41,11.5304977                 ,48.23017227                ,58%
1C6RD6MT3CS270505,Car2Go     ,5         ,73km                  ,18                         ,58�                  ,10.8.2018 ,8.3  ,11.9541041                 ,48.15042926                ,65%
JN1AZ4EH0CM213742,Drive Now  ,4         ,17km                  ,16                         ,59�                  ,18.6.2019 ,15.18,11.4084551                 ,48.2150037                 ,18%
WA1C8AFP7DA320216,Car2Go     ,2         ,23km                  ,22                         ,40�                  ,15.11.2018,14.20,11.6547146                 ,48.28048540                ,48%
5XYZT3LB1FG671743,Drive Now  ,2         ,17km                  ,23                         ,42�                  ,15.12.2018,19.56,11.16059074                ,48.26179654                ,67%
1FTKR1AD5BP935687,Car2Go     ,3         ,27km                  ,12                         ,73�                  ,16.11.2017,10.12,11.75978878                ,48.9502688                 ,10%
WAU3FAFR3CA881926,Car2Go     ,4         ,6km                   ,0                          ,51�                  ,4.10.2019 ,7.42 ,11.68398697                ,48.3988487                 ,45%
WAUSH74F57N513179,Drive Now  ,3         ,9km                   ,11                         ,35�                  ,9.5.2018  ,9.40 ,11.28692588                ,48.25866696                ,46%
KNADM4A30C6750521,Drive Now  ,4         ,50km                  ,10                         ,40�                  ,3.12.2018 ,9.41 ,11.62561417                ,48.8907349                 ,94%
1GYUCEEJ1AR611136,Car2Go     ,3         ,82km                  ,20                         ,64�                  ,12.10.2019,18.18,11.30776028                ,48.18528539                ,29%
5UXFG2C52BL556920,Drive Now  ,2         ,88km                  ,15                         ,63�                  ,23.11.2019,4.11 ,11.68575631                ,48.26246379                ,21%
4A31K5DF5CE430900,Car2Go     ,5         ,76km                  ,14                         ,58�                  ,3.1.2017  ,7.48 ,11.68920086                ,48.25598222                ,81%
WAUKH78E28A254841,Car2Go     ,3         ,60km                  ,12                         ,57�                  ,21.3.2018 ,11.33,11.52940592                ,48.22594131                ,36%
WAUHFAFL6CN269813,Car2Go     ,3         ,57km                  ,29                         ,48�                  ,8.8.2019  ,2.49 ,11.79536081                ,48.27591896                ,59%
JHMGE8G30CC665433,Car2Go     ,4         ,78km                  ,26                         ,78�                  ,26.9.2019 ,10.21,11.58542300                ,48.7211830                 ,30%
WAUJFAFH2CN681112,Car2Go     ,2         ,17km                  ,21                         ,58�                  ,25.7.2019 ,18.52,11.46077652                ,48.3872189                 ,11%
5UXZV4C58D0802260,Car2Go     ,2         ,75km                  ,5                          ,45�                  ,28.11.2017,3.41 ,11.41398767                ,48.5077869                 ,77%
19UYA41663A347570,Car2Go     ,4         ,23km                  ,2                          ,54�                  ,20.9.2018 ,4.47 ,11.13592859                ,48.5682959                 ,9%
WBA3A9G5XFN465703,Drive Now  ,5         ,31km                  ,9                          ,53�                  ,4.8.2017  ,1.10 ,11.26440701                ,48.12576737                ,28%
JTDBT4K34B4280788,Car2Go     ,2         ,69km                  ,23                         ,60�                  ,9.12.2017 ,23.10,11.4466738                 ,48.18467262                ,16%
1G6DV5EPXD0248481,Drive Now  ,5         ,19km                  ,11                         ,33�                  ,31.3.2017 ,5.49 ,11.29906460                ,48.20381036                ,35%
1C3CCBBB9EN234117,Car2Go     ,2         ,42km                  ,5                          ,64�                  ,8.4.2019  ,9.18 ,11.42681163                ,48.1178117                 ,45%
1C4PJLAB0EW083995,Car2Go     ,2         ,73km                  ,23                         ,25�                  ,13.7.2017 ,16.11,11.38011387                ,48.23643186                ,96%
2C3CDYBTXDH992211,Car2Go     ,2         ,86km                  ,2                          ,69�                  ,6.11.2018 ,22.29,11.71103873                ,48.17556897                ,13%
WAUKD98P66A795994,Drive Now  ,2         ,54km                  ,14                         ,27�                  ,17.1.2019 ,17.25,11.26009270                ,48.5954473                 ,59%
WA1LKAFP0AA559684,Car2Go     ,3         ,35km                  ,25                         ,25�                  ,15.3.2019 ,15.0 ,11.4664316                 ,48.7279682                 ,26%
1G6AC1RX4F0401886,Drive Now  ,5         ,21km                  ,28                         ,99�                  ,2.3.2017  ,6.49 ,11.3816527                 ,48.5673816                 ,72%
1G6EL12Y11B264228,Drive Now  ,2         ,76km                  ,24                         ,74�                  ,27.11.2019,14.26,11.33287348                ,48.16118483                ,45%
5N1AA0NC6CN472260,Drive Now  ,5         ,10km                  ,4                          ,89�                  ,4.5.2017  ,9.36 ,11.54337129                ,48.3229453                 ,46%
JTHBK1GG7D2551045,Drive Now  ,5         ,15km                  ,17                         ,60�                  ,23.10.2018,10.7 ,11.76548897                ,48.4452933                 ,8%
WA1AY74L07D793730,Car2Go     ,3         ,18km                  ,30                         ,77�                  ,19.11.2017,4.32 ,11.35805996                ,48.25574883                ,86%
2G4WC582961585738,Car2Go     ,2         ,54km                  ,8                          ,99�                  ,20.8.2017 ,13.48,11.82024244                ,48.25923110                ,6%
WAUWFBFL5AA560546,Car2Go     ,2         ,66km                  ,27                         ,89�                  ,11.8.2018 ,6.55 ,11.72004036                ,48.6387008                 ,71%
WAUEFAFL7FN629680,Car2Go     ,3         ,63km                  ,20                         ,58�                  ,24.5.2019 ,6.2  ,11.28873787                ,48.25361912                ,94%
WAUMGAFL5AA923801,Drive Now  ,2         ,20km                  ,26                         ,39�                  ,19.1.2018 ,12.57,11.26211453                ,48.24235094                ,96%
5N1AL0MM4FC863248,Car2Go     ,2         ,38km                  ,8                          ,76�                  ,12.4.2018 ,21.50,11.45595512                ,48.12005430                ,64%
JH4KB16597C781930,Drive Now  ,5         ,84km                  ,15                         ,69�                  ,30.1.2017 ,8.45 ,11.33480020                ,48.1909722                 ,70%
1FAHP3HN8AW938901,Car2Go     ,2         ,58km                  ,8                          ,44�                  ,30.7.2018 ,21.6 ,11.20123956                ,48.11508607                ,49%
TRURD38J291177611,Drive Now  ,3         ,43km                  ,25                         ,27�                  ,4.3.2017  ,18.44,11.6874172                 ,48.9795311                 ,62%
4T3BA3BB8AU550999,Drive Now  ,5         ,38km                  ,29                         ,41�                  ,5.5.2018  ,4.38 ,11.3356352                 ,48.15279323                ,36%
WAUFFAFL9BA730631,Car2Go     ,4         ,38km                  ,7                          ,71�                  ,9.12.2018 ,4.24 ,11.80149314                ,48.26323671                ,43%
2B3CJ4DG2BH746197,Drive Now  ,4         ,43km                  ,0                          ,99�                  ,26.6.2018 ,0.38 ,11.5117714                 ,48.18460663                ,94%
WAUAGAFD6DN203884,Drive Now  ,5         ,89km                  ,26                         ,87�                  ,19.11.2017,7.20 ,11.74987507                ,48.12072698                ,92%
WBACN33451L940337,Drive Now  ,5         ,28km                  ,20                         ,30�                  ,7.10.2019 ,8.38 ,11.19917774                ,48.23876987                ,60%
19XFB4F26DE515568,Car2Go     ,5         ,72km                  ,5                          ,28�                  ,24.11.2019,16.48,11.9930134                 ,48.4549127                 ,34%
WBAKF5C53CE125882,Car2Go     ,3         ,21km                  ,0                          ,93�                  ,7.3.2019  ,4.29 ,11.12485779                ,48.6339165                 ,83%
1G6AX5S36E0540645,Car2Go     ,5         ,86km                  ,30                         ,32�                  ,18.9.2019 ,16.32,11.43279550                ,48.12444405                ,1%
1GTC5MF97B8182764,Car2Go     ,3         ,42km                  ,24                         ,51�                  ,13.2.2019 ,13.17,11.10104669                ,48.27200151                ,71%
1GYEE437X90733462,Drive Now  ,2         ,66km                  ,1                          ,53�                  ,2.2.2019  ,9.1  ,11.32712004                ,48.23204569                ,42%
3GTXCYEJ0AG949079,Car2Go     ,4         ,36km                  ,8                          ,48�                  ,25.6.2019 ,8.8  ,11.10921212                ,48.26207190                ,47%
WAUAF78E26A231915,Car2Go     ,3         ,68km                  ,9                          ,37�                  ,29.4.2019 ,13.46,11.49437276                ,48.3842153                 ,60%
WAUDG78EX6A786072,Drive Now  ,4         ,11km                  ,9                          ,30�                  ,10.3.2017 ,6.49 ,11.19719120                ,48.4914172                 ,7%
1B3CB9HA9AD423051,Car2Go     ,3         ,4km                   ,21                         ,91�                  ,27.8.2017 ,23.52,11.21986607                ,48.26802715                ,96%
1G6KD57Y59U564192,Car2Go     ,5         ,4km                   ,29                         ,40�                  ,18.4.2019 ,14.36,11.46205217                ,48.16623817                ,65%
3GYFK12229G600515,Car2Go     ,3         ,10km                  ,3                          ,96�                  ,29.8.2019 ,15.37,11.5908116                 ,48.20395292                ,60%
5TFBY5F13CX550223,Car2Go     ,4         ,64km                  ,15                         ,66�                  ,19.9.2018 ,17.47,11.76309833                ,48.12546874                ,50%
1D7CE2BK2AS460930,Car2Go     ,2         ,22km                  ,7                          ,52�                  ,27.5.2019 ,18.10,11.24922482                ,48.21074967                ,76%
JH4CL96947C084376,Drive Now  ,3         ,58km                  ,6                          ,54�                  ,11.8.2019 ,20.29,11.35618883                ,48.13266692                ,8%
JN1CV6AP5BM551651,Car2Go     ,4         ,30km                  ,3                          ,41�                  ,25.3.2017 ,8.27 ,11.45225916                ,48.8745486                 ,53%
KM8NU4CC0AU426056,Drive Now  ,5         ,11km                  ,0                          ,32�                  ,19.5.2018 ,22.57,11.7403383                 ,48.16510029                ,33%
JTDZN3EU4D3026854,Drive Now  ,3         ,30km                  ,2                          ,53�                  ,9.12.2018 ,10.29,11.24308576                ,48.16482644                ,63%
3N1AB6AP8BL682891,Drive Now  ,3         ,14km                  ,23                         ,76�                  ,13.5.2019 ,22.54,11.77766484                ,48.14344485                ,38%
WAUMR44E46N619147,Drive Now  ,3         ,47km                  ,27                         ,27�                  ,11.7.2019 ,15.7 ,11.46844143                ,48.23394060                ,80%
3MZBM1K72EM851974,Car2Go     ,2         ,61km                  ,28                         ,71�                  ,7.1.2017  ,20.25,11.26576126                ,48.19831235                ,1%
1D4PU4GK7AW976926,Drive Now  ,4         ,79km                  ,29                         ,45�                  ,4.11.2018 ,12.14,11.61388623                ,48.4846761                 ,85%
WAUSH78E08A003414,Drive Now  ,3         ,84km                  ,8                          ,58�                  ,19.1.2017 ,6.48 ,11.68035578                ,48.6023410                 ,78%
3VWJX7AJ3AM622040,Drive Now  ,3         ,58km                  ,27                         ,67�                  ,16.6.2019 ,14.21,11.52746456                ,48.3683078                 ,20%
5UXFH0C55BL813120,Car2Go     ,4         ,25km                  ,24                         ,37�                  ,14.12.2017,7.23 ,11.70834078                ,48.8053638                 ,84%
WAUWFAFH0CN156975,Car2Go     ,5         ,24km                  ,11                         ,28�                  ,10.11.2018,10.59,11.27162252                ,48.22363870                ,89%
WBAPT73509C047804,Car2Go     ,3         ,83km                  ,27                         ,87�                  ,17.6.2017 ,11.20,11.65218713                ,48.8299621                 ,71%
JTHBK1GG6D1204375,Car2Go     ,4         ,11km                  ,23                         ,70�                  ,6.10.2019 ,14.54,11.14847886                ,48.23412570                ,24%
WAUBF48H87K348164,Drive Now  ,5         ,5km                   ,11                         ,42�                  ,5.3.2017  ,6.26 ,11.42342844                ,48.20005191                ,5%
1G6EL12Y71B584413,Drive Now  ,4         ,78km                  ,17                         ,42�                  ,12.1.2017 ,20.55,11.37204745                ,48.4129189                 ,69%
3GYT4NEF7BG104702,Car2Go     ,3         ,6km                   ,15                         ,53�                  ,2.9.2018  ,18.55,11.26560024                ,48.13697062                ,63%
WBAUN9C58AV250215,Drive Now  ,4         ,26km                  ,21                         ,91�                  ,14.11.2017,5.4  ,11.25099044                ,48.1835218                 ,10%
1G6DW677060122956,Drive Now  ,4         ,50km                  ,27                         ,69�                  ,24.7.2019 ,8.29 ,11.42708543                ,48.1645239                 ,28%
JM3TB2MA9A0955216,Drive Now  ,2         ,52km                  ,26                         ,77�                  ,18.5.2018 ,1.54 ,11.63393863                ,48.10808116                ,36%
JN1AZ4EH7EM144311,Drive Now  ,4         ,5km                   ,10                         ,30�                  ,18.6.2018 ,21.18,11.9420861                 ,48.12437071                ,71%
JTHFE2C23E2155110,Car2Go     ,2         ,19km                  ,4                          ,77�                  ,24.9.2018 ,8.2  ,11.50935079                ,48.19490168                ,83%
W04GY5GV7B1515381,Drive Now  ,3         ,66km                  ,13                         ,74�                  ,7.9.2019  ,9.29 ,11.72674533                ,48.1084392                 ,7%
JM1GJ1T64E1721425,Drive Now  ,2         ,15km                  ,13                         ,68�                  ,19.5.2017 ,15.6 ,11.35895860                ,48.25583390                ,38%
1G6DM8E39D0486694,Drive Now  ,2         ,20km                  ,27                         ,41�                  ,1.11.2019 ,11.19,11.67723482                ,48.6061752                 ,97%
WAUVFAFHXCN079849,Car2Go     ,5         ,47km                  ,4                          ,93�                  ,21.10.2019,19.13,11.76064191                ,48.10987242                ,87%
