CarVIN,TypeofCar,#ofseats,Avg.distanceofrides,Avg.#ofcustomersperday,Avg.Priceperminute,Date,Time,Locationlonitude(current),Locationlatitude(current),TankFilling(current)
WBAEP33473P158250,DriveNow,3,60km,27,91€,24.2.2017,7.2,11.80628607,48.11402965,84%
WAULD64B24N890748,DriveNow,3,81km,24,29€,25.4.2019,12.53,11.73715748,48.9409835,83%
1GKS1CKJ0FR339427,DriveNow,2,17km,10,29€,27.3.2017,6.18,11.71517104,48.10469642,34%
4USBU53526L377948,DriveNow,3,29km,10,48€,19.4.2018,7.56,11.57700428,48.5928287,15%
JH4CL96898C951084,Car2Go,2,3km,1,51€,14.5.2017,15.40,11.66422400,48.10775148,16%
2G4GU5GV2D9957092,DriveNow,5,87km,23,84€,19.6.2019,12.59,11.43563668,48.4796919,53%
W04GX5GV7B1352413,Car2Go,4,8km,9,51€,10.12.2019,15.46,11.75226204,48.23528215,49%
JH4CU2F67BC853309,Car2Go,2,48km,26,45€,6.12.2018,14.8,11.9964184,48.9398946,36%
NM0KS7DN2AT678473,Car2Go,3,42km,22,86€,2.4.2019,9.37,11.62710018,48.17750747,98%
KMHTC6AD0CU345000,Car2Go,4,25km,25,61€,29.9.2019,1.55,11.48246472,48.18430414,78%
WBA3C3C59EF414683,Car2Go,2,57km,13,50€,16.10.2018,19.15,11.55336959,48.14279550,61%
3D73M3CL4BG830946,DriveNow,4,52km,16,58€,5.8.2019,21.12,11.64512491,48.16458540,27%
YV1852AR4A1562468,Car2Go,4,15km,20,42€,26.2.2019,21.6,11.48920802,48.8394109,60%
3N1AB7AP3FY916806,DriveNow,4,56km,4,37€,30.12.2019,9.57,11.4708368,48.20834260,34%
WBADS43492G720731,DriveNow,3,39km,4,26€,26.10.2019,1.40,11.67335375,48.19801566,37%
WBASP2C57DC025048,DriveNow,3,72km,25,57€,26.9.2018,12.8,11.41190651,48.27044456,39%
5N1AR2MM6FC562684,Car2Go,5,88km,29,46€,10.11.2017,23.37,11.29881554,48.20014059,57%
WBAEK734X5B212923,Car2Go,5,62km,19,27€,22.2.2019,19.33,11.36596758,48.12619943,84%
1N6BF0KMXFN348713,DriveNow,4,7km,29,80€,6.2.2017,16.56,11.69937375,48.16986060,2%
5LMJJ3H54BE322920,DriveNow,2,5km,1,34€,13.9.2018,2.18,11.14569619,48.1715979,22%
SCFFDCBDXCG762880,DriveNow,4,34km,19,46€,8.8.2019,2.27,11.16820786,48.25946592,5%
WA1VFAFL0EA858320,DriveNow,4,74km,15,75€,30.7.2017,20.25,11.41510164,48.14087220,18%
JA32U1FU5BU155148,DriveNow,3,73km,14,43€,30.7.2017,16.47,11.8469612,48.18335064,21%
YV1612FH2E1613507,DriveNow,5,44km,13,45€,24.11.2018,11.40,11.48902180,48.16902942,62%
2C3CDXEJ2FH215626,Car2Go,4,42km,4,60€,28.8.2018,18.53,11.8516488,48.8560775,19%
3C6TD5MT7CG961964,DriveNow,2,29km,28,34€,23.6.2019,12.54,11.57846428,48.18952981,86%
WAUMFAFL4DA743698,Car2Go,4,4km,7,52€,27.6.2018,19.18,11.46567482,48.1837640,48%
1GYFK46828R091265,Car2Go,3,15km,22,34€,15.12.2019,15.45,11.77960205,48.4369694,81%
3C4PDDDG2DT422684,DriveNow,2,45km,11,44€,30.10.2017,22.48,11.69379975,48.15969483,89%
WBXPC93479W816032,Car2Go,3,53km,29,91€,4.9.2018,9.8,11.8582157,48.3026180,39%
WAUAF98E05A942460,DriveNow,4,27km,15,82€,23.1.2018,9.27,11.25440979,48.26795301,46%
WA1WMAFE3FD220221,Car2Go,2,48km,13,25€,25.7.2018,21.32,11.58193188,48.18807033,65%
WDDHF2EB3BA155877,DriveNow,4,70km,14,73€,10.4.2017,19.55,11.6026160,48.13772828,4%
JTHBL1EF6A5383013,DriveNow,2,74km,3,91€,26.11.2017,21.4,11.70901929,48.24713904,75%
JN1AZ4EH3AM231603,DriveNow,3,55km,1,59€,30.5.2018,22.9,11.64733090,48.27240688,56%
SCFFDCBD3CG015931,Car2Go,4,89km,9,52€,16.8.2019,10.29,11.65058725,48.7794616,59%
4A4AP3AU5EE936525,DriveNow,2,82km,5,86€,19.4.2019,16.22,11.30353305,48.27625822,34%
WBA4A9C50FD515539,DriveNow,5,14km,6,71€,1.1.2019,10.14,11.43011878,48.20919527,42%
JTMHY7AJ3B5751420,Car2Go,3,69km,17,88€,13.12.2018,13.21,11.54894096,48.10862402,45%
WBAGG83431D404232,Car2Go,5,63km,3,92€,12.4.2019,19.54,11.51094990,48.10471327,74%
KMHGH4JH1FU783765,Car2Go,4,53km,10,97€,27.8.2018,12.10,11.77771118,48.5786478,41%
JN1CV6FE5BM459981,Car2Go,4,7km,4,40€,4.9.2019,19.55,11.77622959,48.11306080,55%
JN1CV6FE5FM158052,Car2Go,4,31km,12,51€,23.7.2018,5.17,11.61013576,48.5015854,79%
WBAEV53443K303968,Car2Go,5,35km,17,38€,10.2.2017,16.6,11.60460911,48.6260779,97%
5UXZV4C5XD0423843,DriveNow,3,76km,10,40€,6.1.2018,6.24,11.16772112,48.19800860,14%
3C4PDCAB5FT324027,Car2Go,3,85km,1,86€,5.5.2018,14.25,11.45874333,48.17686470,85%
1G6DZ67A990708465,DriveNow,4,2km,24,35€,19.5.2017,13.3,11.49193651,48.27944716,7%
2G4WD552261234669,Car2Go,4,71km,7,81€,26.7.2017,2.5,11.81621168,48.2852004,71%
TRUWT28N121461014,Car2Go,4,56km,6,68€,2.2.2018,4.36,11.40049470,48.10680799,67%
WBAYP5C59ED119049,Car2Go,4,27km,5,46€,20.11.2018,18.2,11.51902758,48.2213609,97%
3VW1K7AJ6BM222070,Car2Go,5,56km,15,59€,4.5.2019,21.50,11.50202993,48.5139056,45%
WAUXL68E95A765814,DriveNow,5,71km,27,80€,15.9.2019,10.56,11.28940274,48.10665542,37%
KMHTC6AD2EU409346,Car2Go,4,80km,23,69€,8.2.2019,17.57,11.49689313,48.14594762,8%
SCBGT3ZA4DC130440,Car2Go,5,81km,5,48€,29.6.2017,22.57,11.50169161,48.21339504,49%
1G6KD54Y81U804084,Car2Go,4,71km,1,85€,9.5.2018,18.8,11.48398032,48.3937915,89%
1FTEX1EWXAF019266,DriveNow,4,7km,22,39€,18.7.2018,21.38,11.24318963,48.13143579,73%
5GAEV13D19J681807,Car2Go,3,57km,9,83€,15.8.2019,6.11,11.7972075,48.16085438,57%
WAUMF98PX6A126078,DriveNow,3,83km,26,64€,18.6.2018,4.14,11.47530409,48.2288982,17%
WBAUU3C56BA592853,DriveNow,5,66km,5,64€,13.3.2017,22.6,11.56757755,48.26780931,19%
JN8AZ2NC9F9911171,Car2Go,5,72km,13,42€,26.3.2019,10.29,11.18634460,48.6424857,25%
1G6DU6EV2A0010918,DriveNow,3,78km,14,26€,14.2.2019,15.19,11.41937512,48.8140859,37%
4USBT33414L632245,Car2Go,4,29km,21,63€,26.12.2017,15.54,11.15642627,48.13041927,65%
1HGCR2E54EA367862,DriveNow,2,49km,3,25€,20.9.2017,8.31,11.67245415,48.21740852,39%
WAUVT64B53N260121,Car2Go,2,53km,12,61€,25.9.2019,0.13,11.67896915,48.25252907,91%
1YVHZ8BH4A5335769,DriveNow,4,52km,4,75€,12.3.2019,1.52,11.74822106,48.11068232,23%
WAUDF48H57A079698,Car2Go,4,43km,22,83€,26.8.2018,11.58,11.23384404,48.15940521,61%
3VW4A7AT3DM263177,Car2Go,2,38km,24,39€,2.3.2019,3.56,11.12886794,48.1675149,57%
1G4GA5GR8CF942565,Car2Go,4,54km,2,58€,27.9.2018,21.23,11.81877821,48.13883541,41%
KMHCT4AE3CU460638,Car2Go,4,64km,2,98€,25.11.2018,1.23,11.4839401,48.17290197,70%
1D7RE3GK5BS823277,DriveNow,2,39km,7,82€,26.1.2017,0.11,11.67628513,48.13553283,0%
1FTNF2B58AE047240,Car2Go,4,9km,28,70€,26.7.2019,23.20,11.20241623,48.18363454,72%
1HGCP2E84AA282109,Car2Go,4,39km,30,64€,30.10.2017,6.10,11.18194115,48.8466059,62%
KNADM4A32D6237417,Car2Go,4,3km,30,95€,21.4.2017,8.32,11.32810319,48.27507250,72%
WBSWD9C53AP395867,DriveNow,3,74km,13,69€,7.10.2019,16.12,11.43899552,48.22761793,21%
WAUGVAFR4CA686888,Car2Go,2,23km,9,41€,21.11.2017,23.16,11.26646754,48.8807454,72%
3GYT4LEFXBG573383,DriveNow,4,36km,3,61€,28.8.2017,20.57,11.45350071,48.19548718,11%
WBANV1C54AC679403,DriveNow,5,25km,16,33€,1.11.2018,0.5,11.60377288,48.15556432,16%
1FMJK1F56CE594410,DriveNow,4,73km,25,74€,10.5.2019,19.24,11.64434057,48.5174018,20%
YV4952CF0E1748895,DriveNow,3,60km,6,96€,26.5.2017,14.49,11.22635032,48.27737564,73%
5FPYK1F2XCB015095,DriveNow,2,10km,4,25€,26.2.2019,0.59,11.22076988,48.25365746,24%
WAULT68E54A527231,Car2Go,5,42km,2,73€,1.2.2019,7.17,11.52547461,48.3081281,8%
WAUKH78E76A999453,DriveNow,5,49km,29,98€,30.8.2018,7.31,11.41292670,48.12511918,36%
WP1AA2A25EL627999,Car2Go,5,58km,20,29€,13.1.2019,16.33,11.71653762,48.23182790,64%
WA1FFCFS3FR841246,DriveNow,2,43km,11,62€,12.1.2019,10.53,11.34700493,48.4950915,54%
JTHBL5EF1D5921094,Car2Go,3,5km,14,93€,30.8.2017,11.41,11.73898884,48.24771525,2%
WAUJFAFHXCN932734,DriveNow,5,20km,17,66€,12.3.2019,6.34,11.52027404,48.7596166,71%
SCFAD06D29G148580,Car2Go,2,19km,20,59€,26.7.2019,17.21,11.77356854,48.2673366,97%
WAULC68E84A985541,Car2Go,4,76km,18,69€,1.11.2017,23.9,11.43068330,48.13828430,35%
4JGDF2EE7EA456123,DriveNow,3,41km,30,91€,1.8.2018,23.33,11.18885929,48.17573704,74%
WAUNF78P97A307568,DriveNow,2,86km,7,47€,10.5.2018,8.10,11.17875245,48.24838613,26%
5N1AN0NU2CN290245,DriveNow,4,46km,7,62€,10.9.2017,0.35,11.49780104,48.16041317,4%
YV1612FH2E1334378,DriveNow,5,13km,12,89€,26.6.2017,6.54,11.24404825,48.7928561,80%
3CZRE3H36AG351768,Car2Go,5,36km,6,93€,17.12.2019,7.6,11.9208297,48.14075211,22%
2T1BURHE1FC108160,Car2Go,4,26km,2,79€,13.1.2017,9.16,11.53802687,48.23822428,15%
1C6RD6MT3CS270505,Car2Go,2,82km,3,84€,25.1.2018,20.38,11.18553398,48.3892692,10%
JN1AZ4EH0CM213742,Car2Go,4,72km,4,56€,8.10.2017,9.49,11.78834767,48.22835607,24%
WA1C8AFP7DA320216,Car2Go,5,42km,30,88€,1.9.2018,8.46,11.18621543,48.13203283,53%
5XYZT3LB1FG671743,Car2Go,3,59km,6,25€,23.7.2018,2.51,11.54896270,48.24243304,88%
1FTKR1AD5BP935687,DriveNow,5,75km,8,89€,24.2.2019,2.50,11.66115562,48.18496206,2%
WAU3FAFR3CA881926,Car2Go,4,86km,15,58€,9.8.2018,11.51,11.29708734,48.20083672,42%
WAUSH74F57N513179,Car2Go,4,80km,16,44€,4.7.2018,14.29,11.15100067,48.18716671,51%
KNADM4A30C6750521,DriveNow,4,87km,2,50€,16.3.2017,9.42,11.65155912,48.14330529,9%
1GYUCEEJ1AR611136,DriveNow,2,66km,2,91€,13.11.2018,20.36,11.34072188,48.22062756,22%
5UXFG2C52BL556920,DriveNow,5,40km,12,32€,3.10.2017,15.56,11.40070871,48.27878549,25%
4A31K5DF5CE430900,DriveNow,4,74km,5,73€,30.8.2017,22.26,11.39836925,48.18085169,57%
WAUKH78E28A254841,DriveNow,2,71km,20,36€,26.7.2019,1.23,11.3360979,48.12832055,4%
WAUHFAFL6CN269813,Car2Go,2,53km,29,29€,10.7.2018,2.3,11.11304264,48.17753599,40%
JHMGE8G30CC665433,DriveNow,5,90km,0,93€,29.5.2017,7.30,11.9949740,48.25982500,57%
WAUJFAFH2CN681112,DriveNow,4,5km,26,89€,4.8.2019,16.22,11.10983560,48.2923103,15%
5UXZV4C58D0802260,Car2Go,5,87km,24,76€,18.10.2018,11.30,11.11716743,48.9203209,90%
19UYA41663A347570,Car2Go,4,82km,15,51€,21.2.2018,14.29,11.51235545,48.22357555,46%
WBA3A9G5XFN465703,Car2Go,3,6km,0,82€,8.6.2017,9.46,11.6356088,48.10739766,24%
JTDBT4K34B4280788,DriveNow,4,63km,26,91€,27.12.2017,13.48,11.8033280,48.21024099,60%
1G6DV5EPXD0248481,DriveNow,2,14km,17,41€,3.9.2018,1.4,11.39282622,48.20771865,26%
1C3CCBBB9EN234117,DriveNow,5,66km,27,98€,4.1.2019,21.41,11.60297776,48.6309005,94%
1C4PJLAB0EW083995,DriveNow,5,69km,19,64€,24.5.2017,13.48,11.21367457,48.8971346,72%
2C3CDYBTXDH992211,DriveNow,3,33km,28,58€,26.8.2019,21.5,11.62533323,48.19675342,41%
WAUKD98P66A795994,DriveNow,4,75km,9,89€,8.10.2018,18.38,11.21107147,48.3657122,43%
WA1LKAFP0AA559684,DriveNow,2,23km,5,54€,22.2.2017,7.15,11.10252743,48.18051034,31%
1G6AC1RX4F0401886,DriveNow,4,23km,29,92€,25.3.2017,14.23,11.55103178,48.19320602,45%
1G6EL12Y11B264228,DriveNow,4,84km,28,62€,12.10.2019,2.37,11.18013189,48.12803865,22%
5N1AA0NC6CN472260,DriveNow,3,52km,24,97€,4.2.2019,19.20,11.22630104,48.9943310,15%
JTHBK1GG7D2551045,Car2Go,2,8km,2,47€,8.12.2018,0.40,11.21819482,48.8062636,31%
WA1AY74L07D793730,Car2Go,2,22km,17,53€,17.8.2018,20.29,11.68328690,48.9759117,29%
2G4WC582961585738,DriveNow,2,43km,22,46€,27.8.2018,0.33,11.33015612,48.5669455,75%
WAUWFBFL5AA560546,Car2Go,4,67km,19,81€,20.11.2018,10.21,11.72984264,48.8785193,20%
WAUEFAFL7FN629680,Car2Go,4,11km,29,62€,18.5.2019,21.49,11.63965302,48.10966184,31%
WAUMGAFL5AA923801,DriveNow,5,53km,11,58€,8.2.2017,11.37,11.23419033,48.18424186,75%
5N1AL0MM4FC863248,DriveNow,4,29km,29,91€,8.6.2017,15.57,11.21201605,48.7162842,41%
JH4KB16597C781930,DriveNow,4,16km,1,92€,7.10.2019,16.56,11.13732192,48.2878210,93%
1FAHP3HN8AW938901,DriveNow,5,90km,15,94€,1.12.2017,1.54,11.66387996,48.11917109,16%
TRURD38J291177611,DriveNow,3,41km,2,53€,6.10.2018,11.14,11.42261709,48.11325807,26%
4T3BA3BB8AU550999,Car2Go,5,14km,19,88€,2.11.2018,18.35,11.31725798,48.21534819,39%
WAUFFAFL9BA730631,DriveNow,5,41km,30,82€,6.5.2017,18.24,11.62512115,48.22546928,38%
2B3CJ4DG2BH746197,DriveNow,3,35km,14,68€,23.2.2018,18.17,11.36645784,48.19395454,95%
WAUAGAFD6DN203884,Car2Go,3,46km,24,97€,6.3.2019,11.45,11.7307489,48.24703270,97%
WBACN33451L940337,DriveNow,4,25km,10,86€,27.7.2017,22.20,11.61122487,48.7050386,39%
19XFB4F26DE515568,DriveNow,5,32km,13,57€,17.12.2017,18.27,11.26083589,48.18810456,11%
WBAKF5C53CE125882,DriveNow,4,43km,0,48€,15.4.2019,21.52,11.74509886,48.23590487,87%
1G6AX5S36E0540645,Car2Go,3,69km,13,66€,19.10.2019,6.39,11.72195598,48.19464944,30%
1GTC5MF97B8182764,DriveNow,3,73km,27,97€,20.9.2017,15.5,11.53183689,48.17493115,54%
1GYEE437X90733462,DriveNow,4,6km,9,45€,20.1.2019,17.45,11.53995051,48.23154158,39%
3GTXCYEJ0AG949079,Car2Go,4,14km,19,55€,25.11.2018,14.50,11.77253338,48.10247519,93%
WAUAF78E26A231915,Car2Go,4,61km,15,68€,22.9.2019,5.43,11.23432522,48.27049929,90%
WAUDG78EX6A786072,DriveNow,3,36km,0,58€,20.11.2017,12.48,11.56077694,48.15037499,41%
1B3CB9HA9AD423051,DriveNow,2,81km,6,46€,18.4.2018,19.37,11.50701942,48.19407716,30%
1G6KD57Y59U564192,DriveNow,3,21km,25,96€,13.6.2017,8.40,11.58006758,48.9781562,13%
3GYFK12229G600515,Car2Go,3,72km,10,45€,1.5.2019,16.19,11.26136227,48.25972210,18%
5TFBY5F13CX550223,Car2Go,2,41km,7,87€,14.3.2019,21.27,11.26098763,48.21741096,88%
1D7CE2BK2AS460930,DriveNow,2,20km,17,33€,25.4.2019,10.17,11.19095137,48.20495056,26%
JH4CL96947C084376,DriveNow,5,20km,30,74€,12.8.2017,20.51,11.8957398,48.22680182,81%
JN1CV6AP5BM551651,Car2Go,4,50km,8,37€,3.2.2017,7.58,11.42182131,48.21450248,36%
KM8NU4CC0AU426056,DriveNow,4,13km,1,51€,10.11.2019,10.58,11.27919580,48.18272981,35%
JTDZN3EU4D3026854,Car2Go,5,44km,21,55€,9.8.2018,18.57,11.54601733,48.4655563,69%
3N1AB6AP8BL682891,Car2Go,4,53km,16,54€,29.4.2019,2.38,11.78524620,48.19880439,59%
WAUMR44E46N619147,DriveNow,4,84km,7,88€,26.4.2019,18.58,11.72404626,48.4270330,27%
3MZBM1K72EM851974,DriveNow,2,28km,30,86€,4.11.2017,3.45,11.45790201,48.3842476,39%
1D4PU4GK7AW976926,DriveNow,3,64km,10,48€,11.8.2017,23.13,11.50093972,48.12944516,53%
WAUSH78E08A003414,Car2Go,3,10km,9,46€,11.5.2018,9.38,11.73142823,48.22028524,2%
3VWJX7AJ3AM622040,DriveNow,5,3km,28,80€,27.11.2019,9.31,11.15798239,48.22782341,4%
5UXFH0C55BL813120,DriveNow,4,14km,14,84€,23.8.2017,7.44,11.38098611,48.6988370,89%
WAUWFAFH0CN156975,Car2Go,2,82km,16,73€,30.11.2019,3.51,11.67964881,48.2577119,7%
WBAPT73509C047804,Car2Go,3,71km,24,38€,18.12.2017,1.49,11.39734608,48.386847,8%
JTHBK1GG6D1204375,DriveNow,2,73km,2,51€,9.10.2019,21.33,11.55145604,48.13326037,91%
WAUBF48H87K348164,Car2Go,3,57km,3,80€,12.6.2019,14.13,11.51592610,48.27702377,94%
1G6EL12Y71B584413,Car2Go,5,41km,28,55€,26.6.2019,20.5,11.37243642,48.7348857,83%
3GYT4NEF7BG104702,Car2Go,4,11km,7,58€,4.11.2017,1.19,11.76685603,48.7481312,8%
WBAUN9C58AV250215,Car2Go,2,87km,28,72€,10.12.2019,10.25,11.8046391,48.25658402,77%
1G6DW677060122956,DriveNow,4,69km,4,36€,15.4.2017,11.33,11.41325155,48.14276818,54%
JM3TB2MA9A0955216,Car2Go,3,3km,5,90€,16.7.2017,4.45,11.55759175,48.23236269,60%
JN1AZ4EH7EM144311,DriveNow,2,23km,10,40€,10.12.2018,14.42,11.15673482,48.5722983,95%
JTHFE2C23E2155110,DriveNow,2,29km,14,35€,10.6.2018,4.22,11.30368942,48.14800768,20%
W04GY5GV7B1515381,Car2Go,3,25km,24,89€,17.7.2017,23.58,11.47667662,48.261195,52%
JM1GJ1T64E1721425,Car2Go,3,6km,5,77€,23.7.2019,19.33,11.20708669,48.2034633,80%
1G6DM8E39D0486694,Car2Go,4,86km,25,91€,12.9.2019,5.20,11.14951998,48.18930771,88%
WAUVFAFHXCN079849,DriveNow,2,68km,4,43€,28.5.2017,17.6,11.56136348,48.6936190,75%
SALVP2BG5FH171689,DriveNow,4,21km,21,70€,13.2.2018,6.18,11.69275807,48.21816498,52%
1G6DK67V580159823,DriveNow,4,19km,25,45€,27.12.2018,11.15,11.10103518,48.21772627,5%
WBAGK93471D246580,DriveNow,4,17km,5,93€,7.8.2019,19.28,11.12089156,48.18822469,38%
1D7RV1CT5BS742041,DriveNow,5,51km,6,70€,13.11.2018,11.9,11.48238249,48.26710633,0%
1G6AW5SX6F0575516,DriveNow,2,68km,30,49€,26.4.2018,4.46,11.53217685,48.7749969,45%
1G6DM56T750103785,Car2Go,5,77km,25,96€,6.6.2017,14.2,11.57324480,48.10952678,85%
JN8AZ1MU6DW782910,Car2Go,2,5km,26,38€,28.12.2018,2.52,11.62780268,48.2382949,71%
VNKKTUD33FA533837,DriveNow,4,5km,24,93€,19.11.2018,3.10,11.71061496,48.11075077,100%
WAURFAFR3DA535869,Car2Go,4,21km,21,91€,15.9.2017,18.25,11.74863108,48.8498800,14%
3C3CFFFH8ET279336,DriveNow,3,10km,5,53€,20.8.2017,20.56,11.50008791,48.17966136,21%
SCFEFBAC6AG744298,DriveNow,3,37km,15,96€,23.4.2017,20.13,11.47878787,48.8687362,26%
5UXFE4C51AL115375,DriveNow,3,27km,4,50€,30.4.2017,20.55,11.16134693,48.15030684,22%
WBAUN1C59BV112184,Car2Go,2,33km,0,56€,25.2.2017,14.20,11.55040495,48.19699264,36%
5J6YH1H39BL890218,Car2Go,2,54km,27,45€,20.4.2018,15.26,11.19682659,48.21779354,48%
2T1BPRHE9FC345440,Car2Go,4,47km,28,36€,17.2.2017,17.50,11.37602399,48.8025094,52%
2D4RN3DG6BR424098,Car2Go,4,13km,23,60€,3.2.2018,22.0,11.49179426,48.13907867,64%
1G6AT5S39F0143329,Car2Go,3,43km,13,30€,3.10.2017,0.58,11.9856068,48.18210174,61%
TRUSC28N621832148,DriveNow,4,60km,26,88€,16.7.2019,21.30,11.76539670,48.5113137,91%
WDDEJ7GBXBA781468,Car2Go,4,40km,3,42€,2.5.2018,11.36,11.44753937,48.6757744,0%
SALWG2WF6EA336193,Car2Go,5,33km,11,83€,20.9.2017,10.29,11.24969952,48.16783575,86%
2D4JN1AGXBR475898,Car2Go,5,76km,11,91€,1.1.2019,12.11,11.23937446,48.18041149,59%
2G4WF551641846808,DriveNow,5,8km,8,37€,13.9.2017,11.45,11.63868526,48.2968627,52%
3D7TT2CT3BG445293,Car2Go,4,28km,0,99€,14.2.2017,5.19,11.82019642,48.14436023,74%
1N6AA0EK1FN566284,Car2Go,3,66km,4,90€,6.11.2018,3.34,11.51018477,48.27711855,49%
JN1CV6EK4BM740256,DriveNow,4,31km,25,88€,3.5.2017,2.2,11.76176423,48.10408592,58%
WP1AE2A21BL981650,DriveNow,5,45km,3,91€,26.1.2017,21.37,11.53265903,48.19035492,49%
3C3CFFER3CT423978,Car2Go,5,77km,24,90€,2.3.2019,7.10,11.66400420,48.9641395,75%
1D4PT5GK5BW373452,DriveNow,2,37km,7,47€,17.1.2017,22.53,11.48415310,48.10706557,63%
5UMCN93452L937053,DriveNow,2,71km,27,33€,15.11.2019,23.29,11.27290967,48.12480194,31%
JTHBP5C22B5703750,Car2Go,2,50km,10,74€,24.3.2019,4.1,11.27569794,48.12561551,56%
WBSPM93519E185442,DriveNow,3,53km,26,49€,12.4.2018,1.10,11.26349472,48.17720068,56%
1C4RDHDG0CC800267,Car2Go,5,41km,8,71€,7.9.2017,8.43,11.24677089,48.13569942,89%
WDDEJ7EB1CA918236,DriveNow,4,32km,13,97€,17.1.2019,3.28,11.72696878,48.27710930,7%
WDDEJ7GB4BA192934,DriveNow,2,42km,2,69€,8.11.2017,18.12,11.60978702,48.4366311,23%
5GAEV13768J806292,DriveNow,5,88km,14,39€,30.11.2018,2.0,11.49398030,48.1721591,32%
SCFAD01A35G340453,DriveNow,4,77km,20,96€,4.12.2018,5.37,11.24528203,48.24866820,80%
5TDDCRFH0FS250371,DriveNow,5,44km,20,73€,15.9.2018,16.17,11.45881999,48.26141610,73%
1D7RB1CT0AS120437,Car2Go,3,22km,28,56€,11.11.2018,15.19,11.23866691,48.19250252,50%
5N1AN0NW1DN820000,Car2Go,5,48km,24,73€,7.1.2017,2.23,11.11416574,48.13390354,5%
WAUDF58E45A709963,DriveNow,4,57km,15,91€,16.5.2019,11.16,11.67636445,48.13623506,76%
WAUGL68E55A758634,DriveNow,4,67km,19,43€,27.11.2019,16.54,11.64676920,48.13658499,75%
3FADP4AJ3CM307066,Car2Go,2,50km,26,98€,11.3.2017,23.18,11.14099376,48.23650732,42%
WAUBVBFB7BN133470,DriveNow,3,32km,18,79€,26.4.2019,5.26,11.8267012,48.16915760,11%
JHMZF1C68FS287384,Car2Go,4,85km,14,40€,20.4.2017,3.22,11.60587055,48.18739069,71%
WBAGN83534D695835,DriveNow,4,33km,28,33€,22.1.2018,0.45,11.61110377,48.14618565,85%
5GADV23L06D587050,DriveNow,2,75km,27,96€,2.8.2018,13.25,11.54772628,48.18606857,94%
5GAKRBKDXFJ172924,DriveNow,4,10km,10,95€,30.11.2018,5.12,11.48411001,48.17772047,54%
1FTEX1CMXBK437837,DriveNow,5,68km,30,96€,16.3.2017,23.15,11.11981909,48.13757330,71%
5N1AN0NU0DN189125,Car2Go,5,45km,9,36€,19.6.2018,22.17,11.23546801,48.13855220,67%
YV4952CY8E1535968,DriveNow,5,47km,18,28€,27.4.2018,13.21,11.37864659,48.6607292,96%
WBANA53514B500635,Car2Go,5,9km,25,35€,18.7.2017,14.30,11.80052241,48.14914847,46%
WVWAB7AJ1CW121832,Car2Go,3,56km,2,25€,16.4.2018,0.35,11.3894130,48.1457299,92%
WAULC68E04A532157,DriveNow,3,85km,11,90€,1.11.2017,18.53,11.78946513,48.27604269,54%
4T1BD1FK3EU365442,Car2Go,2,51km,12,93€,13.3.2017,19.58,11.49497045,48.25296818,56%
JN1AY1AR5CM600321,DriveNow,2,34km,28,80€,18.8.2019,12.6,11.12400818,48.9220319,44%
WA1DGBFP7DA801581,DriveNow,2,66km,24,65€,16.11.2017,23.50,11.15450995,48.9526378,7%
SAJWA1CB4BL631847,DriveNow,5,28km,30,27€,25.1.2017,12.28,11.17134432,48.5455046,48%
JH4CL96828C825410,Car2Go,2,77km,24,51€,5.12.2017,9.9,11.51738547,48.23274829,1%
3VWML7AJ2EM804391,DriveNow,3,52km,4,63€,22.4.2019,18.37,11.53606059,48.23673578,49%
5BZAF0AA1FN282493,DriveNow,3,43km,20,52€,15.3.2019,3.55,11.59123554,48.21390400,99%
KNAFU6A2XD5318120,DriveNow,4,75km,20,66€,20.11.2019,21.29,11.37981102,48.10005472,39%
3C63D3DLXCG886066,DriveNow,3,40km,2,35€,30.3.2017,16.2,11.74348369,48.9482969,43%
2HNYD18283H322253,Car2Go,3,44km,19,32€,10.11.2018,6.29,11.46325939,48.6256758,37%
1D7CE5GK2AS323237,DriveNow,5,76km,26,46€,18.12.2018,8.24,11.4124950,48.21715371,79%
WAU3FAFR1AA269091,Car2Go,5,40km,13,97€,1.4.2019,2.18,11.21854873,48.2579299,92%
SCBCC41N29C372377,Car2Go,5,28km,30,92€,8.4.2017,5.31,11.81824111,48.21092695,63%
WAUUL78E65A243750,Car2Go,3,28km,27,35€,5.7.2017,1.13,11.35893513,48.3655863,39%
1N6AA0CC5EN495939,DriveNow,3,34km,1,30€,6.6.2017,4.23,11.14916542,48.21116491,95%
KNAGG4A85A5094058,DriveNow,4,34km,0,34€,27.3.2017,18.29,11.61984045,48.6583302,29%
WBAEK13507C224243,Car2Go,4,60km,27,81€,7.9.2019,11.20,11.69054592,48.24990030,37%
1VWAS7A33FC367902,DriveNow,4,75km,13,53€,25.10.2018,0.43,11.27328219,48.17244896,13%
WAUEFAFL2BA365429,Car2Go,5,32km,8,60€,8.8.2017,13.58,11.24921411,48.22644225,85%
WAUWFAFR6CA317698,DriveNow,5,46km,1,87€,1.2.2018,19.40,11.72599954,48.11793764,59%
1G4HP54K614272548,DriveNow,3,42km,18,61€,4.9.2017,3.8,11.22209507,48.10248581,24%
1G6DG5E53C0442762,DriveNow,4,31km,29,92€,25.7.2019,17.41,11.9184345,48.6188084,13%
2G4WS52J021343451,DriveNow,3,64km,16,98€,25.1.2018,3.53,11.17273848,48.19778594,50%
